"Chr","bp","gene","cell_type","gene_name","gChr","gbp","cell_typeCode","bp_flat","gbp_flat"
"4",2138988,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75618064,75178058
"4",2138988,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75618064,75178058
"4",2138988,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75618064,76556312
"4",2167734,"1282","Root cap tip","AT1G49110","1",18171595,"9",75646810,18171595
"4",2170928,"12489","Non-hair cells","AT4G29740","4",14566265,"4",75650004,88132571
"4",2173282,"12091","Root cap early","AT2G14830","2",6362481,"10",75652358,36784539
"4",2173342,"13326","Endodermis","AT3G25719","3",9379916,"5",75652418,59487040
"4",2173342,"5744","Endodermis","AT4G14103","4",8126915,"5",75652418,81693221
"4",2174070,"9259","Phloem and companion cells","AT1G49870","1",18460212,"14",75653146,18460212
"4",2175738,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75654814,75178058
"4",2175738,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75654814,76556312
"4",2182815,"8913","Root cap tip","AT1G06440","1",1963380,"9",75661891,1963380
"4",2185711,"12409","Hair cells","AT4G04423","4",2203424,"2",75664787,75769730
"4",2185711,"5002","Columella","AT3G52370","3",19417490,"3",75664787,69524614
"4",2187249,"12409","Hair cells","AT4G04423","4",2203424,"2",75666325,75769730
"4",2187660,"12409","Hair cells","AT4G04423","4",2203424,"2",75666736,75769730
"4",2195490,"12409","Hair cells","AT4G04423","4",2203424,"2",75674566,75769730
"4",219648,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",73698724,69591991
"4",2207446,"9245","Non-hair cells","AT1G48698","1",18010729,"4",75686522,18010729
"4",2212999,"13978","Epidermis meristem","AT1G04150","1",1081208,"12",75692075,1081208
"4",2213570,"9245","Non-hair cells","AT1G48698","1",18010729,"4",75692646,18010729
"4",2214025,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75693101,75178058
"4",2214025,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75693101,76556312
"4",2216173,"6453","Phloem pole pericycle","AT4G33465","4",16100758,"6",75695249,89667064
"4",2218683,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75697759,75178058
"4",2225891,"10708","Phloem and companion cells","AT4G07820","4",4636764,"14",75704967,78203070
"4",222933,"3338","Non-hair cells","AT2G39880","2",16647945,"4",73702009,47070003
"4",2240584,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75719660,75178058
"4",2243682,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75722758,75178058
"4",2264673,"9237","Endodermis","AT1G47655","1",17525365,"5",75743749,17525365
"4",2265680,"1490","Xylem pole pericycle","AT1G56150","1",21017385,"8",75744756,21017385
"4",2265680,"8006","Columella","AT5G45730","5",18551947,"3",75744756,110666957
"4",2270942,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75750018,75178058
"4",2275113,"1866","Phloem and companion cells","AT1G69540","1",26145044,"14",75754189,26145044
"4",2275944,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75755020,75178058
"4",2275944,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75755020,75178058
"4",2275944,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75755020,76556312
"4",2276094,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75755170,61366711
"4",2278096,"1866","Phloem and companion cells","AT1G69540","1",26145044,"14",75757172,26145044
"4",2278322,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75757398,75178058
"4",2278322,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75757398,76556312
"4",2282173,"4766","Procambium","AT3G44900","3",16388724,"13",75761249,66495848
"4",2282210,"12870","Protoxylem","AT3G29260","3",11215952,"15",75761286,61323076
"4",2286136,"12038","Non-hair cells","AT2G02320","2",610428,"4",75765212,31032486
"4",2286180,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75765256,75178058
"4",2288138,"5559","Protoxylem","AT4G04610","4",2325003,"15",75767214,75891309
"4",2292879,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75771955,75178058
"4",2294096,"10887","Phloem pole pericycle","AT4G21300","4",11336479,"6",75773172,84902785
"4",2295408,"14197","Phloem pole pericycle","AT3G18320","3",6289227,"6",75774484,56396351
"4",2295861,"5546","Hair cells","AT4G03635","4",1611752,"2",75774937,75178058
"4",2295861,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75774937,75178058
"4",2295861,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75774937,76556312
"4",2298058,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75777134,75178058
"4",2298058,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75777134,76556312
"4",2300489,"2330","Epidermis meristem","AT2G02147","2",546664,"12",75779565,30968722
"4",2301822,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75780898,75178058
"4",2303975,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75783051,75178058
"4",2303975,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75783051,76556312
"4",2306629,"9019","Phloem pole pericycle","AT1G13830","1",4739873,"6",75785705,4739873
"4",2312754,"8435","Epidermis meristem","AT5G58570","5",23672695,"12",75791830,115787705
"4",2314994,"10887","Phloem pole pericycle","AT4G21300","4",11336479,"6",75794070,84902785
"4",2316867,"7879","Endodermis","AT5G42290","5",16911637,"5",75795943,109026647
"4",2320125,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",75799201,79239582
"4",2321999,"5559","Protoxylem","AT4G04610","4",2325003,"15",75801075,75891309
"4",2322841,"933","Epidermis meristem","AT1G26970","1",9359682,"12",75801917,9359682
"4",2325555,"5559","Xylem pole pericycle","AT4G04610","4",2325003,"8",75804631,75891309
"4",2326403,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75805479,75178058
"4",2326403,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75805479,76556312
"4",2326771,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75805847,75178058
"4",2326843,"5559","Protoxylem","AT4G04610","4",2325003,"15",75805919,75891309
"4",2335088,"5559","Protoxylem","AT4G04610","4",2325003,"15",75814164,75891309
"4",234385,"12158","Phloem and companion cells","AT2G33400","2",14152706,"14",73713461,44574764
"4",2345015,"5559","Protoxylem","AT4G04610","4",2325003,"15",75824091,75891309
"4",2356584,"10451","Epidermis meristem","AT3G47570","3",17527507,"12",75835660,67634631
"4",2357608,"12031","Root cap early","AT1G79120","1",29764089,"10",75836684,29764089
"4",2359283,"13202","Endodermis","AT2G13550","2",5648542,"5",75838359,36070600
"4",2361037,"10451","Epidermis meristem","AT3G47570","3",17527507,"12",75840113,67634631
"4",2363946,"5858","Columella","AT4G16880","4",9496185,"3",75843022,83062491
"4",2364281,"10451","Epidermis meristem","AT3G47570","3",17527507,"12",75843357,67634631
"4",2365529,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75844605,75178058
"4",237352,"2197","Epidermis meristem","AT1G78110","1",29391827,"12",73716428,29391827
"4",2375874,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75854950,61366711
"4",2377785,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75856861,75178058
"4",2378438,"2741","Protoxylem","AT2G23910","2",10177834,"15",75857514,40599892
"4",2378584,"10957","Non-hair cells","AT4G27250","4",13642676,"4",75857660,87208982
"4",2384618,"9028","Xylem","AT1G14580","1",4989562,"7",75863694,4989562
"4",2384827,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75863903,61366711
"4",2388292,"6842","Columella","AT5G03545","5",894706,"3",75867368,93009716
"4",2391198,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75870274,75178058
"4",2391198,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75870274,75178058
"4",2391198,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75870274,76556312
"4",2393751,"10301","Root cap lateral","AT3G20710","3",7237911,"11",75872827,57345035
"4",2401355,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75880431,61366711
"4",2401355,"4795","Columella","AT3G46110","3",16932112,"3",75880431,67039236
"4",2404987,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75884063,75178058
"4",2405024,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75884100,75178058
"4",2405024,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75884100,76556312
"4",2406870,"10678","Phloem pole pericycle","AT4G04810","4",2441327,"6",75885946,76007633
"4",2406870,"5546","Hair cells","AT4G03635","4",1611752,"2",75885946,75178058
"4",2406870,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75885946,75178058
"4",2411455,"9225","Epidermis meristem","AT1G43650","1",16443685,"12",75890531,16443685
"4",2413423,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75892499,75178058
"4",2413423,"5546","Hair cells","AT4G03635","4",1611752,"2",75892499,75178058
"4",2413423,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75892499,75178058
"4",2416081,"10536","Xylem","AT3G56220","3",20858918,"7",75895157,70966042
"4",2416081,"10672","Endodermis","AT4G04110","4",1972591,"5",75895157,75538897
"4",2416081,"10672","Hair cells","AT4G04110","4",1972591,"2",75895157,75538897
"4",2416081,"10672","Procambium","AT4G04110","4",1972591,"13",75895157,75538897
"4",2416222,"9225","Epidermis meristem","AT1G43650","1",16443685,"12",75895298,16443685
"4",2416340,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75895416,75178058
"4",2416775,"9225","Epidermis meristem","AT1G43650","1",16443685,"12",75895851,16443685
"4",2416986,"9225","Epidermis meristem","AT1G43650","1",16443685,"12",75896062,16443685
"4",2421202,"10678","Xylem pole pericycle","AT4G04810","4",2441327,"8",75900278,76007633
"4",2421202,"5546","Hair cells","AT4G03635","4",1611752,"2",75900278,75178058
"4",2421202,"5546","Non-hair cells","AT4G03635","4",1611752,"4",75900278,75178058
"4",2421202,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75900278,75178058
"4",2421202,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75900278,76556312
"4",2425892,"12044","Root cap lateral","AT2G03160","2",959645,"11",75904968,31381703
"4",2425924,"9225","Epidermis meristem","AT1G43650","1",16443685,"12",75905000,16443685
"4",2427186,"5546","Epidermis meristem","AT4G03635","4",1611752,"12",75906262,75178058
"4",2427186,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75906262,75178058
"4",2441886,"5567","Endodermis","AT4G04830","4",2445794,"5",75920962,76012100
"4",2445673,"5567","Endodermis","AT4G04830","4",2445794,"5",75924749,76012100
"4",2447884,"5567","Endodermis","AT4G04830","4",2445794,"5",75926960,76012100
"4",2449006,"5567","Endodermis","AT4G04830","4",2445794,"5",75928082,76012100
"4",2450695,"10672","Endodermis","AT4G04110","4",1972591,"5",75929771,75538897
"4",2450695,"10672","Hair cells","AT4G04110","4",1972591,"2",75929771,75538897
"4",2450695,"10672","Procambium","AT4G04110","4",1972591,"13",75929771,75538897
"4",2459015,"5546","Hair cells","AT4G03635","4",1611752,"2",75938091,75178058
"4",2459015,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75938091,75178058
"4",2459015,"5582","Non-hair cells","AT4G05631","4",2990006,"4",75938091,76556312
"4",2459202,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75938278,75178058
"4",2459454,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75938530,75178058
"4",2462640,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75941716,75178058
"4",2465656,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75944732,61366711
"4",2467448,"10932","Procambium","AT4G25110","4",12887518,"13",75946524,86453824
"4",2471541,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",75950617,69591991
"4",2483156,"366","Protoxylem","AT1G10380","1",3400606,"15",75962232,3400606
"4",2486905,"10708","Phloem and companion cells","AT4G07820","4",4636764,"14",75965981,78203070
"4",2492616,"10354","Xylem pole pericycle","AT3G26180","3",9578217,"8",75971692,59685341
"4",2492616,"9245","Non-hair cells","AT1G48698","1",18010729,"4",75971692,18010729
"4",2495834,"15457","Non-hair cells","AT5G48543","5",19674392,"4",75974910,111789402
"4",2498139,"10044","Procambium","AT2G44260","2",18295838,"13",75977215,48717896
"4",2498314,"11327","Xylem","AT5G23480","5",7916314,"7",75977390,100031324
"4",2505388,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",75984464,75178058
"4",2509363,"10680","Hair cells","AT4G04930","4",2509133,"2",75988439,76075439
"4",2509363,"10680","Non-hair cells","AT4G04930","4",2509133,"4",75988439,76075439
"4",2515125,"10680","Hair cells","AT4G04930","4",2509133,"2",75994201,76075439
"4",2515125,"10680","Non-hair cells","AT4G04930","4",2509133,"4",75994201,76075439
"4",2515713,"12323","Non-hair cells","AT3G29340","3",11259587,"4",75994789,61366711
"4",2517400,"10680","Non-hair cells","AT4G04930","4",2509133,"4",75996476,76075439
"4",2517673,"10680","Non-hair cells","AT4G04930","4",2509133,"4",75996749,76075439
"4",2522268,"10680","Non-hair cells","AT4G04930","4",2509133,"4",76001344,76075439
"4",2525503,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76004579,69591991
"4",2525503,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",76004579,79239582
"4",2526473,"10680","Non-hair cells","AT4G04930","4",2509133,"4",76005549,76075439
"4",2527099,"10680","Non-hair cells","AT4G04930","4",2509133,"4",76006175,76075439
"4",2531154,"10672","Xylem","AT4G04110","4",1972591,"7",76010230,75538897
"4",2535340,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76014416,69591991
"4",2535340,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",76014416,79239582
"4",2536016,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76015092,75178058
"4",2536655,"10672","Xylem pole pericycle","AT4G04110","4",1972591,"8",76015731,75538897
"4",2538348,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76017424,69591991
"4",2538348,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",76017424,79239582
"4",2540459,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76019535,69591991
"4",2540459,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",76019535,79239582
"4",2544169,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76023245,75178058
"4",2545274,"12323","Non-hair cells","AT3G29340","3",11259587,"4",76024350,61366711
"4",2546069,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76025145,75178058
"4",2546330,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76025406,69591991
"4",2546330,"5612","Epidermis meristem","AT4G08874","4",5673276,"12",76025406,79239582
"4",2547060,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76026136,69591991
"4",2547213,"5546","Hair cells","AT4G03635","4",1611752,"2",76026289,75178058
"4",2547213,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76026289,75178058
"4",2557324,"11444","Cortex","AT5G43530","5",17489327,"1",76036400,109604337
"4",2559709,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76038785,75178058
"4",2569033,"5571","Root cap lateral","AT4G05010","4",2567474,"11",76048109,76133780
"4",2589332,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76068408,69591991
"4",2595350,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76074426,69591991
"4",2595729,"11428","Root cap tip","AT5G42146","5",16844345,"9",76074805,108959355
"4",2603106,"9590","Cortex","AT2G01580","2",265044,"1",76082182,30687102
"4",2604177,"10786","Root cap lateral","AT4G14580","4",8367887,"11",76083253,81934193
"4",260693,"12323","Non-hair cells","AT3G29340","3",11259587,"4",73739769,61366711
"4",261751,"12323","Non-hair cells","AT3G29340","3",11259587,"4",73740827,61366711
"4",2619454,"10507","Phloem pole pericycle","AT3G52535","3",19487129,"6",76098530,69594253
"4",262073,"12323","Non-hair cells","AT3G29340","3",11259587,"4",73741149,61366711
"4",2632218,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76111294,75178058
"4",2632846,"12120","Xylem pole pericycle","AT2G24692","2",10503604,"8",76111922,40925662
"4",2634543,"14380","Root cap tip","AT5G48770","5",19773277,"9",76113619,111888287
"4",263594,"11422","Phloem and companion cells","AT5G41315","5",16529455,"14",73742670,108644465
"4",263594,"12323","Non-hair cells","AT3G29340","3",11259587,"4",73742670,61366711
"4",2660336,"12323","Non-hair cells","AT3G29340","3",11259587,"4",76139412,61366711
"4",2660360,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76139436,69591991
"4",2662143,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76141219,75178058
"4",2662534,"5574","Cortex","AT4G05150","4",2660338,"1",76141610,76226644
"4",2662534,"5574","Endodermis","AT4G05150","4",2660338,"5",76141610,76226644
"4",2662534,"5574","Xylem pole pericycle","AT4G05150","4",2660338,"8",76141610,76226644
"4",2670313,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76149389,75178058
"4",2675839,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76154915,75178058
"4",2681535,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76160611,69591991
"4",2686810,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76165886,69591991
"4",2687352,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76166428,69591991
"4",2690638,"5546","Xylem pole pericycle","AT4G03635","4",1611752,"8",76169714,75178058
"4",2690638,"5582","Non-hair cells","AT4G05631","4",2990006,"4",76169714,76556312
"4",2692270,"12041","Phloem pole pericycle","AT2G02770","2",775482,"6",76171346,31197540
"4",2692270,"13835","Epidermis meristem","AT3G52530","3",19484867,"12",76171346,69591991
"4",2695924,"4416","Root cap lateral","AT3G21300","3",7493439,"11",76175000,57600563
"4",2695953,"11114","Root cap lateral","AT5G01790","5",304897,"11",76175029,92419907
"4",2695953,"6420","Cortex","AT4G32510","4",15685903,"1",76175029,89252209
